Species,FlowerID,Trait
Illigera celebica,F20180,D
Illigera cordata,F20181,D
Illigera glabra,F20182,D
Illigera grandiflora,F20183,D
Illigera henryi,F20184,D
Illigera luzonensis,F20186,D
Illigera nervosa,F20187,D
Illigera orbiculata,F20188,D
Illigera parviflora,F20189,D
Illigera pseudoparviflora,F20190,D
Illigera rhodantha,F20191,D
Actinodaphne acuminata,F20193,I
Actinodaphne cupularis,F20194,I
Actinodaphne forrestii,F20195,I
Actinodaphne glaucina,F20196,I
Actinodaphne henryi,F20197,I
Actinodaphne koshepangii,F20198,I
Actinodaphne kweichowensis,F20199,I
Actinodaphne lecomtei,F20200,I
Actinodaphne menghaiensis,F20201,I
Actinodaphne mushaensis,F20202,I
Actinodaphne obovata,F20203,I
Actinodaphne obscurinervia,F20204,I
Actinodaphne omeiensis,F20205,I
Actinodaphne paotingensis,F20206,I
Actinodaphne pilosa,F20207,I
Actinodaphne trichocarpa,F20208,I
Actinodaphne tsaii,F20209,I
Alseodaphne gracilis,F20210,I
Alseodaphne yunnanensis,F20212,I
Alseodaphnopsis andersonii,F20213,I
Alseodaphnopsis hainanensis,F20214,I
Alseodaphnopsis hokouensis,F20215,I
Alseodaphnopsis petiolaris,F20218,I
Beilschmiedia appendiculata,F20222,I
Beilschmiedia baotingensis,F20223,D
Beilschmiedia brachythyrsa,F20224,D
Beilschmiedia brevipaniculata,F20226,D
Beilschmiedia cylindrica,F20227,D
Beilschmiedia erythrophloia,F20228,I
Beilschmiedia fasciata,F20229,D
Beilschmiedia fordii,F20230,D
Beilschmiedia furfuracea,F20231,I
Beilschmiedia glauca,F20233,I
Beilschmiedia henghsienensis,F20234,D
Beilschmiedia intermedia,F20235,I
Beilschmiedia kweichowensis,F20236,D
Beilschmiedia laevis,F20237,D
Beilschmiedia linocieroides,F20238,D
Beilschmiedia longepetiolata,F20239,I
Beilschmiedia macropoda,F20240,I
Beilschmiedia muricata,F20241,D
Beilschmiedia ningmingensis,F20242,I
Beilschmiedia obconica,F20243,I
Beilschmiedia obscurinervia,F20244,D
Beilschmiedia pauciflora,F20246,D
Beilschmiedia percoriacea,F20247,I
Beilschmiedia pergamentacea,F20248,I
Beilschmiedia punctilimba,F20249,D
Beilschmiedia robusta,F20251,I
Beilschmiedia roxburghiana,F20252,D
Beilschmiedia rufohirtella,F20253,D
Beilschmiedia tsangii,F20256,I
Beilschmiedia tungfangensis,F20257,I
Beilschmiedia wangii,F20259,I
Beilschmiedia yunnanensis,F20262,I
Camphora bodinieri,F20263,I
Camphora chartophylla,F20265,D
Camphora foveolata,F20266,D
Camphora glandulifera,F20267,I
Camphora longepaniculata,F20269,D
Camphora micrantha,F20270,D
Camphora mollifolia,F20272,I
Camphora officinarum,F20273,I
Camphora parthenoxylon,F20274,I
Camphora philippinensis,F20275,D
Camphora septentrionalis,F20279,D
Camphora tenuipilis,F20280,D
Caryodaphnopsis henryi,F20282,D
Caryodaphnopsis laotica,F20283,D
Caryodaphnopsis latifolia,F20284,I
Caryodaphnopsis tonkinensis,F20286,D
Cassytha filiformis,F20287,I
Cinnamomum appelianum,F20288,I
Cinnamomum austrosinense,F20289,D
Cinnamomum austroyunnanense,F20290,I
Cinnamomum bejolghota,F20291,I
Cinnamomum burmanni,F20292,D
Cinnamomum cassia,F20293,D
Cinnamomum chago,F20294,I
Cinnamomum contractum,F20295,I
Cinnamomum daphnoides,F20296,I
Cinnamomum heyneanum,F20298,I
Cinnamomum iners,F20299,D
Cinnamomum japonicum,F20300,D
Cinnamomum jensenianum,F20302,I
Cinnamomum kotoense,F20303,I
Cinnamomum kwangtungense,F20304,D
Cinnamomum liangii,F20305,I
Cinnamomum longipetiolatum,F20306,I
Cinnamomum mairei,F20307,I
Cinnamomum osmophloeum,F20308,D
Cinnamomum pauciflorum,F20309,I
Cinnamomum pingbienense,F20310,D
Cinnamomum pittosporoides,F20311,I
Cinnamomum reticulatum,F20312,I
Cinnamomum rigidissimum,F20313,I
Cinnamomum saxatile,F20314,D
Cinnamomum tamala,F20316,D
Cinnamomum tonkinense,F20317,D
Cinnamomum tsangii,F20318,D
Cinnamomum tsoi,F20319,I
Cinnamomum validinerve,F20320,I
Cinnamomum verum,F20321,I
Cinnamomum wilsonii,F20322,D
Cryptocarya acutifolia,F20323,I
Cryptocarya amygdalina,F20324,I
Cryptocarya austrokweichouensis,F20325,I
Cryptocarya brachythyrsa,F20326,I
Cryptocarya calcicola,F20327,I
Cryptocarya chinensis,F20328,I
Cryptocarya chingii,F20329,I
Cryptocarya concinna,F20330,I
Cryptocarya densiflora,F20331,I
Cryptocarya depauperata,F20332,I
Cryptocarya elliptifolia,F20333,I
Cryptocarya hainanensis,F20334,I
Cryptocarya impressinervia,F20335,I
Cryptocarya kwangtungensis,F20336,I
Cryptocarya leiana,F20337,I
Cryptocarya lyoniifolia,F20338,I
Cryptocarya maclurei,F20339,I
Cryptocarya metcalfiana,F20341,I
Cryptocarya rolletii,F20342,I
Cryptocarya tsangii,F20343,I
Cryptocarya yunnanensis,F20344,I
Dehaasia hainanensis,F20345,I
Dehaasia incrassata,F20346,I
Dehaasia kwangtungensis,F20347,I
Dodecadenia grandiflora,F20348,I
Endiandra coriacea,F20349,I
Endiandra hainanensis,F20351,I
Iteadaphne caudata,F20352,I
Laurus nobilis,F20353,I
Lindera aggregata,F20354,I
Lindera akoensis,F20355,I
Lindera angustifolia,F20356,I
Lindera chienii,F20357,I
Lindera chunii,F20358,I
Lindera communis,F20359,I
Lindera doniana,F20360,I
Lindera erythrocarpa,F20361,I
Lindera floribunda,F20362,I
Lindera foveolata,F20363,I
Lindera fragrans,F20364,I
Lindera glauca,F20365,I
Lindera gracilipes,F20366,I
Lindera guangxiensis,F20367,I
Lindera kariensis,F20368,I
Lindera kwangtungensis,F20369,I
Lindera latifolia,F20370,I
Lindera limprichtii,F20371,I
Lindera longipedunculata,F20372,I
Lindera lungshengensis,F20373,I
Lindera megaphylla,F20374,I
Lindera menghaiensis,F20375,I
Lindera metcalfiana,F20376,I
Lindera motuoensis,F20377,I
Lindera nacusua,F20378,I
Lindera neesiana,F20379,I
Lindera obtusiloba,F20380,I
Lindera praecox,F20381,I
Lindera prattii,F20382,I
Lindera pulcherrima,F20383,I
Lindera reflexa,F20384,I
Lindera robusta,F20385,I
Lindera rubronervia,F20386,I
Lindera setchuenensis,F20387,I
Lindera supracostata,F20388,I
Lindera thomsonii,F20389,I
Lindera tienchuanensis,F20390,I
Lindera tonkinensis,F20391,I
Lindera villipes,F20392,I
Litsea acutivena,F20393,I
Litsea akoensis,F20394,I
Litsea albescens,F20395,I
Litsea auriculata,F20396,I
Litsea balansae,F20397,I
Litsea baviensis,F20398,I
Litsea beilschmiediifolia,F20399,I
Litsea biflora,F20400,I
Litsea cangyuanensis,F20401,I
Litsea chengshuzhii,F20402,I
Litsea chinpingensis,F20403,I
Litsea chunii,F20404,D
Litsea coelestis,F20405,I
Litsea coreana,F20406,I
Litsea cubeba,F20407,I
Litsea dilleniifolia,F20409,I
Litsea elongata,F20412,I
Litsea foveola,F20413,I
Litsea garciae,F20414,I
Litsea glutinosa,F20415,I
Litsea gongshanensis,F20416,I
Litsea greenmaniana,F20417,I
Litsea hayatae,F20418,I
Litsea honghoensis,F20419,I
Litsea hunanensis,F20420,I
Litsea hupehana,F20421,I
Litsea hypophaea,F20422,I
Litsea ichangensis,F20423,I
Litsea kingii,F20424,D
Litsea kobuskiana,F20425,I
Litsea kwangsiensis,F20426,I
Litsea kwangtungensis,F20427,I
Litsea lancifolia,F20428,D
Litsea lancilimba,F20429,I
Litsea liboshengii,F20430,I
Litsea litseifolia,F20431,I
Litsea liyuyingii,F20432,I
Litsea longistaminata,F20433,I
Litsea machiloides,F20434,I
Litsea martabanica,F20435,I
Litsea mollis,F20436,I
Litsea monopetala,F20437,I
Litsea morrisonensis,F20438,I
Litsea moupinensis,F20439,I
Litsea oligophlebia,F20441,I
Litsea panamanja,F20442,I
Litsea pedunculata,F20443,D
Litsea pittosporifolia,F20444,I
Litsea populifolia,F20445,I
Litsea pseudoelongata,F20446,I
Litsea pungens,F20447,I
Litsea rotundifolia,F20448,I
Litsea rubescens,F20449,I
Litsea salicifolia,F20450,I
Litsea semecarpifolia,F20451,I
Litsea sericea,F20452,I
Litsea sinoglobosa,F20453,I
Litsea subcoriacea,F20454,I
Litsea suberosa,F20455,I
Litsea szemaois,F20456,I
Litsea taronensis,F20457,I
Litsea tibetana,F20458,I
Litsea tsinlingensis,F20459,I
Litsea umbellata,F20460,I
Litsea variabilis,F20462,I
Litsea veitchiana,F20463,I
Litsea verticillata,F20464,I
Litsea verticillifolia,F20465,I
Litsea viridis,F20466,I
Litsea wilsonii,F20467,I
Litsea yaoshanensis,F20469,I
Litsea yunnanensis,F20470,I
Machilus attenuata,F20471,I
Machilus austroguizhouensis,F20472,I
Machilus bonii,F20473,I
Machilus breviflora,F20474,I
Machilus calcicola,F20475,I
Machilus cavaleriei,F20476,I
Machilus chinensis,F20480,I
Machilus chrysotricha,F20481,D
Machilus chuanchienensis,F20482,D
Machilus cicatricosa,F20483,I
Machilus daozhenensis,F20484,I
Machilus decursinervis,F20485,I
Machilus dinganensis,F20486,I
Machilus dumicola,F20487,I
Machilus fasciculata,F20490,I
Machilus foonchewii,F20491,I
Machilus forrestii,F20492,I
Machilus fukienensis,F20493,I
Machilus gamblei,F20494,D
Machilus glabrophylla,F20495,I
Machilus glaucifolia,F20496,I
Machilus gongshanensis,F20497,D
Machilus gracillima,F20498,D
Machilus grandibracteata,F20499,I
Machilus grijsii,F20500,I
Machilus ichangensis,F20501,I
Machilus japonica,F20502,I
Machilus konishii,F20503,I
Machilus kurzii,F20504,I
Machilus lenticellata,F20506,I
Machilus leptophylla,F20507,I
Machilus lichuanensis,F20508,I
Machilus litseifolia,F20509,D
Machilus lohuiensis,F20510,D
Machilus longipes,F20511,I
Machilus mangdangshanensis,F20512,I
Machilus melanophylla,F20513,I
Machilus miaoshanensis,F20514,I
Machilus microphylla,F20516,I
Machilus minutiflora,F20518,D
Machilus minutiloba,F20519,I
Machilus monticola,F20521,I
Machilus multinervia,F20522,I
Machilus nanchuanensis,F20524,I
Machilus nanmu,F20525,I
Machilus obovatifolia,F20526,D
Machilus obscurinervis,F20527,I
Machilus oreophila,F20529,I
Machilus parabreviflora,F20531,I
Machilus pauhoi,F20533,D
Machilus phoenicis,F20534,I
Machilus platycarpa,F20535,I
Machilus pomifera,F20536,I
Machilus pyramidalis,F20537,D
Machilus rehderi,F20538,I
Machilus rufipes,F20540,D
Machilus salicoides,F20542,D
Machilus shiwandashanica,F20543,I
Machilus shweliensis,F20544,D
Machilus sichourensis,F20545,I
Machilus sichuanensis,F20546,I
Machilus submultinervia,F20547,I
Machilus tenuipilis,F20548,D
Machilus thunbergii,F20549,I
Machilus velutinoides,F20552,I
Machilus verruculosa,F20553,I
Machilus versicolora,F20554,I
Machilus villosa,F20555,D
Machilus viridis,F20556,I
Machilus wangchiana,F20557,I
Machilus wenshanensis,F20558,I
Neocinnamomum caudatum,F20561,D
Neocinnamomum delavayi,F20562,D
Neocinnamomum fargesii,F20563,D
Neocinnamomum mekongense,F20565,D
Neolitsea aciculata,F20566,I
Neolitsea acuminatissima,F20567,I
Neolitsea alongensis,F20568,I
Neolitsea aurata,F20569,I
Neolitsea brevipes,F20571,I
Neolitsea buisanensis,F20572,I
Neolitsea cambodiana,F20573,I
Neolitsea chrysotricha,F20574,I
Neolitsea chui,F20575,I
Neolitsea confertifolia,F20576,I
Neolitsea daibuensis,F20577,I
Neolitsea ellipsoidea,F20578,I
Neolitsea hainanensis,F20579,I
Neolitsea hiiranensis,F20580,I
Neolitsea homilantha,F20581,I
Neolitsea howii,F20582,I
Neolitsea hsiangkweiensis,F20583,I
Neolitsea impressa,F20584,I
Neolitsea konishii,F20585,I
Neolitsea kwangsiensis,F20586,I
Neolitsea levinei,F20587,I
Neolitsea longipedicellata,F20588,I
Neolitsea lunglingensis,F20589,I
Neolitsea menglaensis,F20590,I
Neolitsea obtusifolia,F20592,I
Neolitsea ovatifolia,F20593,I
Neolitsea parvigemma,F20595,I
Neolitsea phanerophlebia,F20596,I
Neolitsea pingbienensis,F20597,I
Neolitsea pinninervis,F20598,I
Neolitsea polycarpa,F20599,I
Neolitsea pulchella,F20600,I
Neolitsea purpurascens,F20601,I
Neolitsea sericea,F20602,I
Neolitsea shingningensis,F20603,I
Neolitsea sutchuanensis,F20604,I
Neolitsea tomentosa,F20605,I
Neolitsea undulatifolia,F20606,I
Neolitsea variabillima,F20607,I
Neolitsea velutina,F20608,I
Neolitsea wushanica,F20610,I
Neolitsea zeylanica,F20611,I
Parasassafras confertiflorum,F20612,I
Persea americana,F20613,I
Phoebe angustifolia,F20614,I
Phoebe bournei,F20615,I
Phoebe brachythyrsa,F20616,I
Phoebe calcarea,F20617,I
Phoebe chekiangensis,F20619,I
Phoebe glaucifolia,F20622,I
Phoebe glaucophylla,F20623,D
Phoebe hainanensis,F20624,I
Phoebe hui,F20626,I
Phoebe hunanensis,F20627,I
Phoebe hungmoensis,F20628,I
Phoebe lanceolata,F20631,I
Phoebe lichuanensis,F20633,I
Phoebe macrocarpa,F20634,I
Phoebe megacalyx,F20635,I
Phoebe neurantha,F20637,I
Phoebe neuranthoides,F20638,I
Phoebe nigrifolia,F20639,I
Phoebe puwenensis,F20640,I
Phoebe sheareri,F20642,D
Phoebe tavoyana,F20643,I
Phoebe zhennan,F20646,D
Sassafras randaiense,F20647,I
Sassafras tzumu,F20648,I
Sinopora hongkongensis,F20649,I
Sinosassafras flavinervium,F20650,I
Syndiclis anlungensis,F20651,I
Syndiclis fooningensis,F20653,I
Syndiclis kwangsiensis,F20655,D
Syndiclis marlipoensis,F20657,I
Syndiclis pingbienensis,F20658,I
Syndiclis sichourensis,F20659,I
Disporum acuminatissimum,F20660,I
Disporum bodinieri,F20661,I
Disporum calcaratum,F20662,I
Disporum cantoniense,F20663,I
Disporum hainanense,F20665,I
Disporum jinfoshanense,F20666,I
Disporum kawakamii,F20667,I
Disporum longistylum,F20668,I
Disporum megalanthum,F20669,I
Disporum shimadae,F20672,I
Disporum sinovietnamicum,F20673,I
Disporum smilacinum,F20674,I
Disporum trabeculatum,F20675,I
Disporum uniflorum,F20676,I
Disporum viridescens,F20677,I
Disporum xilingense,F20678,I
Iphigenia indica,F20680,I
Corsiopsis chinensis,F20681,D
Cardiocrinum cathayanum,F20689,I
Cardiocrinum giganteum,F20690,I
Clintonia udensis,F20691,I
Erythronium japonicum,F20692,D
Erythronium sibiricum,F20693,D
Fritillaria delavayi,F20699,D
Fritillaria karelinii,F20701,D
Fritillaria meleagris,F20703,D
Fritillaria meleagroides,F20704,D
Fritillaria pallidiflora,F20706,D
Fritillaria sichuanica,F20708,D
Fritillaria unibracteata,F20713,D
Fritillaria walujewii,F20716,D
Fritillaria yuzhongensis,F20718,D
Gagea alashanica,F20719,D
Gagea albertii,F20720,I
Gagea altaica,F20721,I
Gagea bulbifera,F20723,I
Gagea fedtschenkoana,F20728,I
Gagea filiformis,F20729,I
Gagea fragifera,F20731,I
Gagea granulosa,F20732,I
Gagea jaeschkei,F20735,D
Gagea nakaiana,F20737,I
Gagea neopopovii,F20739,D
Gagea ova,F20741,I
Gagea oxycarpa,F20742,D
Gagea pauciflora,F20743,I
Gagea tenera,F20746,I
Gagea terraccianoana,F20747,I
Gagea triflora,F20749,I
Lilium amoenum,F20752,D
Lilium basilissum,F20756,D
Lilium brevistylum,F20757,D
Lilium brownii,F20758,D
Lilium callosum,F20759,D
Lilium cernuum,F20760,I
Lilium concolor,F20761,I
Lilium davidii,F20762,D
Lilium distichum,F20763,I
Lilium duchartrei,F20764,D
Lilium fargesii,F20766,D
Lilium formosanum,F20768,I
Lilium habaense,F20770,D
Lilium hansonii,F20771,I
Lilium henrici,F20772,I
Lilium henryi,F20773,I
Lilium huidongense,F20774,I
Lilium jinfushanense,F20775,I
Lilium lancifolium,F20776,I
Lilium lankongense,F20777,D
Lilium lophophorum,F20782,D
Lilium martagon,F20783,I
Lilium matangense,F20784,D
Lilium medeoloides,F20785,D
Lilium meleagrinum,F20787,I
Lilium nanum,F20788,D
Lilium nepalense,F20789,D
Lilium papilliferum,F20790,I
Lilium paradoxum,F20791,D
Lilium primulinum,F20795,I
Lilium pumilum,F20797,D
Lilium pyi,F20799,D
Lilium rosthornii,F20802,D
Lilium saccatum,F20803,D
Lilium sargentiae,F20805,D
Lilium sempervivoideum,F20807,D
Lilium souliei,F20808,D
Lilium stewartianum,F20810,D
Lilium taliense,F20812,I
Lilium tianschanicum,F20813,D
Lilium tsingtauense,F20814,D
Lilium wardii,F20815,D
Lilium wenshanense,F20816,D
Lilium xanthellum,F20817,D
Notholirion bulbuliferum,F20821,I
Notholirion campanulatum,F20822,I
Notholirion macrophyllum,F20823,I
Streptopus obtusatus,F20825,D
Streptopus ovalis,F20826,I
Streptopus simplex,F20828,D
Tricyrtis chinensis,F20829,D
Tricyrtis formosana,F20830,D
Tricyrtis lasiocarpa,F20831,D
Tricyrtis latifolia,F20832,D
Tricyrtis macropoda,F20833,D
Tricyrtis ovatifolia,F20834,D
Tricyrtis pilosa,F20835,D
Tricyrtis pseudolatifolia,F20836,D
Tricyrtis ravenii,F20837,D
Tricyrtis stolonifera,F20838,D
Tricyrtis suzukii,F20839,D
Tricyrtis viridula,F20840,D
Tricyrtis xianjuensis,F20841,D
Tulipa altaica,F20842,D
Tulipa biflora,F20843,D
Tulipa dasystemon,F20844,D
Tulipa heterophylla,F20846,D
Tulipa iliensis,F20847,D
Tulipa mongolica,F20849,D
Tulipa patens,F20850,D
Tulipa sinkiangensis,F20851,D
Tulipa thianschanica,F20855,D
Tulipa uniflora,F20856,D
Anticlea sibirica,F20858,I
Chamaelirium chinense,F20859,I
Chamaelirium jiuwanshanense,F20860,I
Heloniopsis umbellata,F20865,I
Paris caojianensis,F20868,D
Paris lihengiana,F20876,D
Paris variabilis,F20891,D
Trillium camschatcense,F20895,D
Trillium govanianum,F20896,D
Trillium taiwanense,F20897,D
Trillium tschonoskii,F20898,D
Veratrum dahuricum,F20899,I
Veratrum formosanum,F20900,I
Veratrum gongshanense,F20901,I
Veratrum grandiflorum,F20902,I
Veratrum lobelianum,F20903,I
Veratrum maackii,F20904,I
Veratrum mengtzeanum,F20905,I
Veratrum micranthum,F20906,I
Veratrum nanchuanense,F20907,I
Veratrum nigrum,F20908,I
Veratrum oblongum,F20909,I
Veratrum oxysepalum,F20910,I
Veratrum schindleri,F20911,I
Veratrum stenophyllum,F20912,I
Veratrum taliense,F20913,I
Ypsilandra alpina,F20914,I
Ypsilandra cavaleriei,F20915,I
Ypsilandra jinpingensis,F20916,I
Ypsilandra kansuensis,F20917,I
Ypsilandra thibetica,F20918,I
Ypsilandra yunnanensis,F20919,I
Smilax aberrans,F20920,I
Smilax arisanensis,F20921,I
Smilax aspera,F20922,I
Smilax aspericaulis,F20923,I
Smilax astrosperma,F20924,I
Smilax austrozhejiangensis,F20925,I
Smilax bapouensis,F20926,I
Smilax basilata,F20927,I
Smilax binchuanensis,F20929,I
Smilax biumbellata,F20930,I
Smilax bracteata,F20931,I
Smilax chapaensis,F20932,I
Smilax china,F20933,I
Smilax chinensis,F20934,I
Smilax chingii,F20935,I
Smilax cocculoides,F20936,I
Smilax corbularia,F20937,I
Smilax cyclophylla,F20938,I
Smilax darrisii,F20939,I
Smilax davidiana,F20940,I
Smilax densibarbata,F20941,I
Smilax discotis,F20942,I
Smilax elegans,F20943,I
Smilax elegantissima,F20944,I
Smilax elongatoumbellata,F20945,I
Smilax emeiensis,F20946,I
Smilax ferox,F20947,I
Smilax fooningensis,F20948,I
Smilax gagnepainii,F20949,I
Smilax glabra,F20951,I
Smilax glaucochina,F20952,I
Smilax griffithii,F20953,I
Smilax hayatae,F20955,I
Smilax hemsleyana,F20956,I
Smilax horridiramula,F20958,I
Smilax hypoglauca,F20959,I
Smilax kwangsiensis,F20961,I
Smilax lanceifolia,F20962,I
Smilax lebrunii,F20963,I
Smilax longebracteolata,F20965,I
Smilax luei,F20967,I
Smilax lunglingensis,F20968,I
Smilax lushuiensis,F20969,I
Smilax mairei,F20970,I
Smilax malipoensis,F20971,I
Smilax megacarpa,F20972,I
Smilax megalantha,F20973,I
Smilax menispermoidea,F20974,I
Smilax microphylla,F20976,I
Smilax munita,F20977,I
Smilax myrtillus,F20978,I
Smilax nana,F20979,I
Smilax nantoensis,F20980,I
Smilax nervomarginata,F20981,I
Smilax nigrescens,F20982,I
Smilax nipponica,F20983,I
Smilax ocreata,F20984,I
Smilax outanscianensis,F20985,I
Smilax ovalifolia,F20986,I
Smilax pachysandroides,F20987,I
Smilax perfoliata,F20988,I
Smilax pinfaensis,F20989,I
Smilax planipes,F20990,I
Smilax polyandra,F20991,I
Smilax polycolea,F20992,I
Smilax pottingeri,F20993,I
Smilax pygmaea,F20994,I
Smilax quadrata,F20995,I
Smilax retroflexa,F20996,I
Smilax riparia,F20997,I
Smilax scobinicaulis,F20998,I
Smilax seisuiensis,F20999,I
Smilax setiramula,F21001,I
Smilax sieboldii,F21002,I
Smilax stans,F21003,I
Smilax synandra,F21004,I
Smilax trachypoda,F21005,I
Smilax trinervula,F21006,I
Smilax tsinchengshanensis,F21007,I
Smilax vanchingshanensis,F21008,I
Smilax yunnanensis,F21010,I
Alphonsea tsangyuanensis,F21017,D
Annona cherimola,F21019,D
Annona montana,F21022,I
Annona reticulata,F21025,D
Annona squamosa,F21026,D
Artabotrys hongkongensis,F21030,D
Cananga odorata,F21036,I
Cyathostemma yunnanense,F21038,D
Fissistigma acuminatissimum,F21051,D
